Date,Timestamp,Scr_IP,Scr_port,Des_IP,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,anomaly_alert,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,class1,class2,class3
24/02/2020,1582504421,172.24.1.244,36113,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,27216,5.701738682,1655,0.981684776,13101,2.007528082,104,0.127451952,57925,8.415051099,3.3,0.9,0,0,3.3,0.9,2.54,0.02,914561.6,5382.002066,0,0,16543.8,1221.72352,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
9/01/2020,1578542119,192.168.2.199,45000,192.168.2.10,1315,tcp,other,0.00001,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,60,1,40,FALSE,100,2,200000,10000000,0.5,0.5,0.6,0.4,5239,5.512887537,2142,1.587229032,2528,1.376428712,152,0.170105849,89.94,7.740448307,3904,1.556529473,607,1.525333078,3297,0.642620417,399,0.019209373,911747.6,1624.674195,0.9,0.538516481,1541.2,250.7025329,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
24/02/2020,1582503896,172.24.1.233,48264,172.24.1.1,5683,udp,coap,39.945655,1124,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,0,0,FALSE,2304,2,0.050068024,57.67836327,1,0,1,0,28374,6.281132382,3903,3.711770602,11922,3.683742119,1378,3.624215225,54424,11.45195023,10.3,7.523961722,6.9,7.231182476,3.4,0.916515139,2379,0.051855569,915393.2,7223.433433,0.9,2.7,16103.7,3880.18376,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
24/02/2020,1582504469,172.24.1.244,60040,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,27207,8.927916946,2.78,2.164998845,8683,3.693830126,7247,12.98114097,54085,13.81073369,10.3,12.95414991,0.4,0.663324958,9.9,13.08778056,2.33,0.07,919836.8,1820.928818,0.1,0.3,13341.4,2072.111783,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
25/02/2020,1582607095,127.0.0.1,52588,127.0.0.1,53,udp,dns,0.000251,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,6344,4.3414311,1667,0.984236252,2749,1.250107595,833,0.626881967,88408,5.301007074,30.5,18.72030983,18,20.05991027,12.5,7.592759709,535,25,916197.2,1940.27631,12.1,4.721228654,1796.7,459.7858306,0,0,1,1,1,1,0,1,Normal,Normal,Normal
9/01/2020,1578542952,192.168.2.199,57007,192.168.2.10,80,tcp,http,0.004767,343,347,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,663,4,563,FALSE,1916,10,2097.755402,401929935,0.6,0.4,0.525052192,0.474947808,1987,4.017626289,2846,1.409533256,2388,1.042053741,11466,20.87603564,81316,20.96841778,15.4,8.126499862,1.3,3.287856445,14.1,8.275868534,234,0.012806248,916082.8,610.3534714,2.4,4.586937976,1590.9,397.8840158,1,5,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
15/01/2020,1579041562,192.168.2.199,39072,192.168.2.10,80,tcp,http,0.212662,135,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,455,5,578,FALSE,1478,11,51.72527297,6949.995768,0.545454545,0.454545455,0.399188092,0.600811908,5429,4.297076797,7306,1.562448079,5082,0.978282168,102,0.124963995,82081,5.215420309,4.2,2.357965225,0.3,0.458257569,3.9,2.11896201,812,0.040447497,920857.2,1980.192354,0.8,0.4,2746.4,315.7993667,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
24/02/2020,1582503752,172.24.1.233,44603,172.24.1.1,5683,udp,coap,0.739396,562,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,1,100,FALSE,1324,2,2.704910495,1790.650747,0.5,0.5,0.870090634,0.129909366,31902,6.792112779,2261,1.512927295,10827,2.150860525,7098,7.996687814,47913,7.452437252,19.8,17.36548301,5.2,7.997499609,14.6,15.05456741,1.61,0.204205779,912119.6,3153.040158,0,0,15390.6,1259.188405,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
25/02/2020,1582602861,192.168.2.10,42390,192.168.2.199,80,tcp,http,0.09677,7340,492,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,12,7924,6,812,TRUE,16568,18,186.0080603,171210.0858,0.666666667,0.333333333,0.921294061,0.078705939,1745,1.478392708,1091,0.255595383,1821,0.847731679,279,0.137655367,95067,2.48952626,9,1.549193338,0,0,9,1.549193338,905,45,922590,382.4186188,3999,5.25414208,1275123,214.3510722,0,0,0,0,0,0,0,0,Exfiltration,Exfiltration,Attack
15/01/2020,1579041555,192.168.2.199,38020,192.168.2.10,80,tcp,http,0.224388,131,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,451,5,578,FALSE,1470,11,49.02222935,6551.152468,0.545454545,0.454545455,0.395918367,0.604081633,7503,4.419877939,6828,1.28456841,5271,2.16583679,155,0.306700179,80242,6.635541877,8,9.777525249,3.1,8.653900855,4.9,5.7,779,0.042296572,920540,1862.437972,0.8,0.4,2722.1,313.5236674,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
14/02/2020,1581638746,192.168.10.155,55982,192.168.2.10,80,tcp,http,7.603814,2501,99183,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,45,4849,77,103195,FALSE,209728,122,16.04457973,27581.94769,0.368852459,0.631147541,0.035045392,0.964954608,4476,7.165186948,2328,1.277856017,2355,1.47680906,101,0.123729544,90744,9.714304092,4.4,2.009975124,0.1,0.3,4.3,2.051828453,688,0.038935845,919901.2,784.489745,1,0,1076.5,147.6612678,0,0,0,0,0,0,1,0,Normal,Normal,Normal
16/12/2019,1576629444,172.24.1.80,47077,172.24.1.1,53,udp,dns,0.000056,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,35714.28571,3642857143,0.5,0.5,0.5,0.5,2262,2.753077551,1703,0.891471256,1318,0.742816263,6026,11.24976995,88695,11.98189238,40.4,68.85666271,36.9,68.73056089,3.5,1.5,335,15,912752.8,5772.171806,0.6,0.489897949,1495734,298.9541784,0,0,0,0,0,0,0,0,Normal,Normal,Normal
8/01/2020,1578459813,192.168.10.155,40242,192.168.2.10,80,tcp,http,17.744746,8437,736768,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,217,19729,554,765584,FALSE,1530518,771,43.44948076,86251.89676,0.281452659,0.718547341,0.01840292,0.98159708,8214,6.9272003,2704,2.454054604,2416,1.587855157,2119,3.227021692,84548,9.100842598,22.5,12.20040983,10.4,11.26232658,12.1,5.393514624,409,0.024269322,911402.8,2230.34279,1,0.632455532,1766.4,277.6829847,0,0,0,0,0,0,1,0,Normal,Normal,Normal
24/02/2020,1582503916,172.24.1.233,57594,172.24.1.1,5683,udp,coap,0.659199,562,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,1,100,FALSE,1324,2,3.033985185,2008.498193,0.5,0.5,0.870090634,0.129909366,27374,8.433013933,1806,1.021314839,12569,1.693413417,7.17,9.893633306,51.08,14.89008932,14.1,8.993886813,4.6,5.986651819,9.5,8.581957819,2416,0.024166092,920760,2559.236761,0,0,14873,2613.328338,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
4/02/2020,1580743220,10.0.1.5,37437,131.236.3.92,53,udp,dns,0.000005,112,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,168,0,0,FALSE,280,2,400000,56000000,1,0,1,0,5519,7.177854067,2599,2.085936001,1962,1.259291865,202,0.297045451,89719,9.919986341,17.6,9.156418514,8.3,8.426743143,9.3,1.417744688,1764,0.057654141,916672,2761.35503,0.4,0.489897949,1622.3,427.4016963,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24/02/2020,1582522131,192.168.10.153,55823,192.168.2.10,80,tcp,http,1.372296,521,216,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,773,4,388,FALSE,1898,10,7.287057603,1383.083533,0.6,0.4,0.681770285,0.318229715,4013,5.817927552,1.91,1.538460269,1991,1.673621522,408,0.170692706,91683,8.529185248,16.2,9.368030743,7.5,9.340770846,8.7,2.1,877,31,914922.4,1526.484274,0.8,0.4,1566.1,368.2771918,0,0,0,0,0,0,1,0,Normal,Normal,Normal
17/01/2020,1579235515,172.24.1.101,52787,172.24.1.1,53,udp,dns,0.000257,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.68,6.524812641,2589,2.075738182,2583,1.35410524,5327,9.946791493,83822,11.63681297,11.6,2.690724809,1.5,2.109502311,10.1,1.220655562,835,0.020615528,914359.6,1245.780655,0.9,0.830662386,2030,368.4155263,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24/02/2020,1582503748,172.24.1.233,47460,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,31902,6.792112779,2261,1.512927295,10827,2.150860525,7098,7.996687814,47913,7.452437252,19.8,17.36548301,5.2,7.997499609,14.6,15.05456741,1.61,0.204205779,912119.6,3153.040158,0,0,15390.6,1259.188405,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
2/03/2020,1583120641,192.168.10.153,58291,192.168.2.10,80,tcp,http,6.018286,3547,583444,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,225,12559,431,600696,FALSE,1200246,656,109.0011342,199433.1941,0.342987805,0.657012195,0.013418916,0.986581084,3516,4.596177107,1397,1.15164274,2266,0.990789584,7243,9.936748009,85579,15.08615289,16.8,12.27843638,10.4,12.240915,6.4,7.748548251,833,49,914521.6,1502.15653,1.1,1.374772708,1464.7,344.1363247,0,0,0,0,0,0,1,0,Normal,Normal,Normal
21/01/2020,1579571430,172.24.1.100,138,172.24.1.255,138,udp,other,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,229,0,0,FALSE,-,1,-,-,1,0,-,-,10381,7.786372005,3053,2.848462919,2935,0.702427932,1792,3.647022895,81841,8.130039914,21.7,13.59448418,12.5,14.20035211,9.2,11.70299107,829,0.072725511,901390,9469.308444,1.9,0.7,1751.2,309.0766248,0,0,1,1,1,1,0,1,Normal,Normal,Normal
5/03/2020,1583393475,192.168.2.10,34183,192.168.10.150,1883,tcp,mqtt,20.034548,1626,4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,17,2518,15,792,FALSE,4940,32,1.597240926,246.574068,0.53125,0.46875,0.838866397,0.161133603,3528,4.686825792,1117,0.582426819,1598,0.930008602,1346,3.252258292,92414,6.178265452,4.7,2.93428015,0,0,4.7,2.93428015,1214,0.049030603,883566.8,1904.0471,1.5,1.118033989,1284,193.8380768,0,0,0,0,0,0,1,0,False_data_injection,Tampering,Attack
20/01/2020,1579484155,192.168.2.196,52812,192.168.2.10,1880,tcp,websocket,0.147711,-,-,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,959,0.635963049,3412,3.897975885,1591,0.516535575,353,0.202289397,93689,3.593651207,14.1,5.337602458,4.6,5.295280918,9.5,1.284523258,255,0.018027756,913574.4,5563.782656,0.6,0.489897949,1452.5,297.7173996,0,0,0,0,0,0,1,0,Normal,Normal,Normal
24/02/2020,1582504558,172.24.1.233,35591,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,28932,7.74943327,2702,1.567761461,11094,2.899873101,0.23,0.13935566,57043,10.83988196,9.4,1.743559577,0,0,9.4,1.743559577,1.97,0.04,918024.4,2510.615192,0,0,9862159,2676.117171,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
9/01/2020,1578542647,172.24.1.34,54774,172.24.1.1,22,tcp,ssh,1.096879,1571,2569,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,27,2987,22,3897,FALSE,11024,49,44.67220177,10050.33372,0.551020408,0.448979592,0.413461538,0.586538462,8464,6.969125053,2577,1.784696333,2752,1.906414436,7388,14.17562542,78821,20.12994707,29.8,20.49780476,15.5,19.72941966,14.3,9.198369421,0.53,0.02,911811.6,3048.7508,5.2,3.736308338,1510.9,287.1851145,1,3,1,1,0,1,0,1,Normal,Normal,Normal
17/01/2020,1579234406,192.168.2.199,38167,192.168.2.10,1880,tcp,websocket,20.371049,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,3355,5.404019337,2115,0.882691905,1633,1.482336332,126,0.169952935,92772,7.332052646,11.1,12.78632082,0,0,11.1,12.78632082,605,0.032015621,914872.8,1619.0158,0.8,0.748331477,1299.5,193.4534828,0,0,0,0,0,0,1,0,fuzzing,Reconnaissance,Attack
16/12/2019,1576466797,192.168.10.153,52146,192.168.2.10,80,tcp,http,0.003109,630,313,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,842,5,525,FALSE,2310,10,3216.468318,743004.1814,0.5,0.5,0.637229437,0.362770563,9103,8.779430562,2029,1.000974026,3.45,3.221583462,7027,15.37349736,78391,16.98819676,18.6,9.393614853,8.2,7.626270386,10.4,3.352610923,435,15,917275.2,946.2748861,1.2,0.4,1464.5,312.7383091,0,0,0,0,0,0,1,0,Normal,Normal,Normal
16/12/2019,1576459691,127.0.0.1,37852,127.0.0.1,53,udp,dns,0.000307,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,26058.63192,2762214984,0.5,0.5,0.5,0.5,9687,6.180365766,1948,1.21325018,2779,1.38908927,0.28,0.288790582,85.31,7.460502664,23.4,18.46726834,16.6,17.51113931,6.8,3.249615362,585,0.068007353,914253.6,1670.682926,0.8,0.4,1372.7,260.692942,0,0,0,0,0,0,0,0,Normal,Normal,Normal
9/01/2020,1578533203,172.24.1.34,61491,172.24.1.1,53,udp,dns,0.000213,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,9389.671362,957746.4789,0.5,0.5,0.5,0.5,4361,4.844955005,2173,0.861917049,1818,0.807091073,505,0.530136775,91143,5.918907078,11.8,3.919183588,2.4,3.469870315,9.4,1.685229955,756,0.045210618,916486.4,1635.336002,0,0,1659,486.5096094,0,0,0,0,0,0,0,0,Normal,Normal,Normal
12/12/2019,1576100493,127.0.0.1,52151,127.0.0.1,53,udp,dns,0.000193,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,41450.7772,4393782383,0.5,0.5,0.5,0.5,8883,5.703367514,3789,3.849071187,2909,1.21981515,0.63,1.06487558,83788,7.030673936,24.4,23.16117441,13.7,18.68180933,10.7,14.92012064,383,0.023685439,914852.4,5647.539769,1,0,1708.5,333.9410876,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24/02/2020,1582503963,172.24.1.244,46561,172.24.1.1,5683,udp,coap,7.985761,1124,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,1,100,FALSE,2476,3,0.375668643,310.0518535,0.666666667,0.333333333,0.930533118,0.069466882,30202,6.558376018,1.98,1.308266028,10294,1.019923527,1885,3.262257654,55639,9.689603139,18.5,11.63829884,4.5,8.935882721,14,7.962411695,2445,0.061846584,919874.4,3251.70439,0,0,13181.5,1061.364711,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
7/01/2020,1578373566,172.24.1.80,44219,172.24.1.1,53,udp,dns,0.000055,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,36363.63636,3709090909,0.5,0.5,0.5,0.5,709,0.315323643,1266,0.593888878,1796,0.494615002,353,0.167095781,95878,0.644248399,9591,1.432315957,0,0,9591,1.432315957,619,0.020223748,912789.6,241.9732217,0.8,0.4,1255.3,223.0246847,0,0,0,0,0,0,0,0,Normal,Normal,Normal
22/01/2020,1579658314,10.0.1.5,40362,129.94.0.197,53,udp,dns,0.000006,78,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,134,0,0,FALSE,212,2,333333.3333,35333333.33,1,0,1,0,7131,4.956463356,1785,1.283800997,1728,0.616827366,1.17,1.192635737,88.19,5.833218666,28.7,30.70846789,24.3,31.51206118,4.4,3.583294573,1021,0.059908263,913971.6,3700.821725,0.6,0.489897949,1399.7,148.0344892,0,0,0,0,0,0,0,0,Normal,Normal,Normal
21/01/2020,1579585606,10.0.1.5,49339,131.236.3.92,53,udp,dns,0.000009,108,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,164,0,0,FALSE,272,2,222222.2222,30222222.22,1,0,1,0,14928,9.749173093,2229,1.355849918,4263,2.455202843,1358,2.793423706,77.22,12.11303595,19.9,19.76587969,4.9,5.957348403,15,16.79285562,695,25,909136.4,2610.98936,1.1,1.044030651,2187.5,771.5886534,0,0,0,0,0,0,0,0,Normal,Normal,Normal
21/01/2020,1579571937,192.168.2.10,60816,192.168.2.199,80,tcp,http,0.010823,154,739,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,474,4,955,FALSE,2322,10,923.9582371,214543.1027,0.6,0.4,0.270456503,0.729543497,11763,4.61924247,1.69,1.124508782,3433,1.471285492,682,0.507184385,82436,5.909612847,34.7,27.73102955,24.6,28.11120773,10.1,2.165640783,2005,375,900878,6241.948478,1.5,1.024695077,1830.5,312.9102907,0,0,1,1,0,1,0,1,insider_malcious,Weaponization,Attack
25/02/2020,1582603197,192.168.2.10,43168,192.168.2.199,80,tcp,http,0.082917,7340,492,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,12,7924,6,812,TRUE,16568,18,217.0845544,199814.2721,0.666666667,0.333333333,0.921294061,0.078705939,2706,1.119930355,1395,0.861385512,2704,1.078129862,279,0.135827096,92916,1.864897852,14.3,4.754997371,5.2,5.249761899,9.1,1.135781669,0.71,0.03,922176.8,562.6247062,9.8,3.919183588,1482.9,199.671956,0,0,0,0,0,0,0,0,Exfiltration,Exfiltration,Attack
9/01/2020,1578542276,192.168.2.199,59281,192.168.2.10,80,tcp,http,0.004284,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,14084,8.488901225,13115,2.52431872,10441,3.610425044,541,0.670409576,61819,13.30709093,10.4,9.759098319,7,10,3.4,0.916515139,921,0.075953933,916098,1244.841195,13.8,8.435638684,3283.8,585.2171905,1,5,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
14/01/2020,1578953234,10.0.1.5,55544,131.236.3.92,53,udp,dns,0.000006,108,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,164,0,0,FALSE,272,2,333333.3333,45333333.33,1,0,1,0,8252,5.914065945,2464,1.656678605,3527,1.456880572,352,0.23155129,85401,8.468178612,21.3,10.78007421,11.7,10.6400188,9.6,1.2,0.93,0.052915026,919285.6,554.4069264,0.2,0.4,1264.8,167.6101429,0,0,0,0,0,0,0,0,Normal,Normal,Normal
28/01/2020,1580167091,172.24.1.80,59290,157.240.8.18,443,tcp,https,3.00282,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,180,0,0,FALSE,180,3,0.999060883,59.94365297,1,0,1,0,4542,5.557209372,2.73,1.785950727,2.1,1.11190827,278,136,90353,7.800476973,9.3,0.9,0,0,9.3,0.9,1198,0.042848571,919938.8,1832.568514,0.4,1.2,1403.2,95.86323591,0,0,0,0,0,0,0,0,Normal,Normal,Normal
9/01/2020,1578540712,192.168.2.199,38178,192.168.2.10,7673,tcp,other,0.000029,-,-,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,6478,4.432639846,1472,1.084553364,2.15,1.712080606,16823,25.81548607,73077,24.92188197,25.57,22.54293903,7688,15.55982314,17882,12.56540155,1247,0.070434367,913179.2,2368.466035,1.3,0.781024968,1227.4,168.6862176,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
24/02/2020,1582503759,172.24.1.233,39445,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,25431,5.953923832,2.71,2.313598928,10.77,1.893351526,977,1.960831711,60112,9.518914644,6.9,6.106553856,1.8,1.989974874,5.1,6.31585307,1664,0.026153394,911692.8,6407.798698,0,0,15836.5,1312.292365,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
9/01/2020,1578542211,192.168.2.199,35101,192.168.2.10,1880,tcp,websocket,0.006142,352,276,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,620,5,544,FALSE,1792,10,1628.134158,291761.6412,0.5,0.5,0.542410714,0.457589286,5072,5.207807216,4056,2.183218725,3199,1.240277791,2121,3.823334801,85549,9.043892359,8.2,8.084553173,0,0,8.2,8.084553173,619,0.039610605,914153.6,1811.725542,0.9,0.538516481,1689.2,312.6562969,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
26/02/2020,1582677166,192.168.10.155,43278,192.168.2.10,80,tcp,http,0.003213,608,313,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,876,5,581,FALSE,2378,10,3112.356054,740118.2695,0.5,0.5,0.624053827,0.375946173,7172,6.292968775,1471,0.625898554,3642,1.803955654,306,0.295709317,87415,7.894025906,31.2,31.77357393,26.9,29.86117881,4.3,3.287856445,1.25,0.01,915281.6,2207.817529,3.1,4.763402146,1114.3,237.6754299,0,0,1,1,1,1,1,1,Normal,Normal,Normal
7/01/2020,1578375587,192.168.2.199,38718,192.168.2.10,7999,tcp,other,0.000027,-,-,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,3801,5.743719091,2508,1.445412052,1725,1.21573229,278,0.209752235,91689,8.015370796,20.1,10.45418576,10.6,11.11035553,9.5,1.5,147,0.006403124,910795.6,2253.449942,0.6,0.489897949,1271.2,170.0363491,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
17/02/2020,1581911885,192.168.10.155,52076,192.168.2.10,80,tcp,http,21.350918,33994,641721,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,188,43754,573,671525,FALSE,1390994,761,35.64249556,65149.14253,0.247043364,0.752956636,0.055893843,0.944106157,6205,7.981240818,2601,1.516050461,3446,2.519957142,101,0.123729544,87644,11.4882681,3.3,0.640312424,0,0,3.3,0.640312424,1.52,0.081240384,916703.6,3312.985095,0.6,0.489897949,1435.5,430.6516574,0,0,0,0,0,0,1,0,Normal,Normal,Normal
24/02/2020,1582504476,172.24.1.233,48800,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,27072,2.971429959,1822,0.886101574,10379,2.02744889,2238,4.11059801,58488,6.583834445,8997,7.605003682,0.1,0.3,8897,7.438110042,2.43,0.02,919162.4,1690.103145,0,0,16426.6,1096.107495,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
24/02/2020,1582504274,172.24.1.233,33138,172.24.1.1,5683,udp,coap,0.820567,562,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,1,100,FALSE,1324,2,2.437339059,1613.518457,0.5,0.5,0.870090634,0.129909366,30208,7.044613261,2152,0.778470295,11379,2.485193956,128,0.171452617,56133,8.977332622,22.6,36.26899502,19.3,36.40892748,3.3,0.9,1585,0.032015621,919572,2457.883968,0,0,15524.9,1241.924027,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
7/01/2020,1578374695,192.168.2.199,35210,192.168.2.10,44443,tcp,other,0.000824,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,44,1,40,FALSE,84,2,2427.184466,101941.7476,0.5,0.5,0.523809524,0.476190476,2234,3.851841637,1.52,1.039471019,1874,0.833417062,202,0.190305018,94168,5.53072111,13.5,13.79311422,7.8,10.97998179,5.7,7.457211275,0.34,0.017320508,915065.6,2005.018663,1.7,2.451530134,1299,233.9756398,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
16/01/2020,1579143348,172.24.1.80,8552,172.24.1.1,53,udp,dns,0.000324,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,685,0.486585039,838,0.357429713,2361,1.062868289,428,0.491015275,95688,1.174613128,10491,3.475302721,0.1,0.3,10391,3.204048845,667,0.015524175,914248.4,227.3284848,2.6,1.854723699,1148.8,169.1329654,0,0,0,0,0,0,0,0,Normal,Normal,Normal
22/02/2020,1582358023,127.0.0.1,34444,127.0.0.1,1880,tcp,websocket,9.721471,532,62629,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7,904,6,62949,FALSE,127014,13,1.337246184,13065.30668,0.538461538,0.461538462,0.01130584,0.98869416,4881,8.396211586,3685,3.883486192,2085,1.344226543,203,0.273534276,89146,13.56276683,17268,14.22949107,11471,11.87613443,5797,5.511522566,908,0.077175126,916875.6,2834.080846,0.4,0.489897949,1281.4,262.4001524,0,0,0,0,0,0,1,0,Normal,Normal,Normal
